commit_hour,day_of_week,is_weekend,is_night_commit,lines_added,lines_deleted,files_changed,test_files_changed,num_methods,avg_complexity,is_buggy,language_group,time_period,confidence,churn_ratio,test_ratio,complexity_per_file,prior_bugs_author
15,6,1,0,2,2,1,1,1,19.0,0,Python,2018-2020,1.0,0.67,0.5,9.5,0
15,6,1,0,6,10,1,0,3,4.0,0,Python,2018-2020,1.0,0.55,0.0,2.0,0
17,6,1,0,4,0,1,0,0,0.0,0,Python,2018-2020,1.0,4.0,0.0,0.0,0
13,0,0,0,5,1,2,0,0,0.0,0,Python,2018-2020,1.0,2.5,0.0,0.0,0
14,0,0,0,18,0,1,0,0,0.0,0,Python,2018-2020,1.0,18.0,0.0,0.0,0
15,0,0,0,55,49,8,0,3,12.67,0,Python,2018-2020,1.0,1.1,0.0,1.41,0
15,0,0,0,3,2,1,0,1,2.0,0,Python,2018-2020,1.0,1.0,0.0,1.0,0
15,0,0,0,1,1,1,0,0,0.0,0,Python,2018-2020,1.0,0.5,0.0,0.0,0
20,0,0,0,10,8,1,0,0,0.0,0,Python,2018-2020,1.0,1.11,0.0,0.0,0
20,0,0,0,10,23,1,0,0,0.0,0,Python,2018-2020,1.0,0.42,0.0,0.0,0
7,1,0,0,2,2,1,0,1,3.0,0,Python,2018-2020,1.0,0.67,0.0,1.5,0
7,1,0,0,1,1,1,0,0,0.0,0,Python,2018-2020,1.0,0.5,0.0,0.0,0
14,1,0,0,35,8,2,1,4,5.5,0,Python,2018-2020,1.0,3.89,0.33,1.83,0
14,1,0,0,17,23,1,0,0,0.0,0,Python,2018-2020,1.0,0.71,0.0,0.0,0
15,1,0,0,0,2,1,0,1,9.0,0,Python,2018-2020,1.0,0.0,0.0,4.5,0
22,1,0,1,105,9,3,0,0,0.0,0,Python,2018-2020,1.0,10.5,0.0,0.0,0
22,1,0,1,6,11,2,0,0,0.0,0,Python,2018-2020,1.0,0.5,0.0,0.0,0
22,1,0,1,26,936,15,2,66,5.03,0,Python,2018-2020,1.0,0.03,0.12,0.31,0
6,2,0,0,3,23,1,0,0,0.0,0,Python,2018-2020,1.0,0.12,0.0,0.0,0
7,2,0,0,5,5,2,0,0,0.0,0,Python,2018-2020,1.0,0.83,0.0,0.0,0
7,2,0,0,21,7,1,0,0,0.0,0,Python,2018-2020,1.0,2.62,0.0,0.0,0
9,2,0,0,8,8,2,0,0,0.0,0,Python,2018-2020,1.0,0.89,0.0,0.0,0
10,2,0,0,6,6,1,0,0,0.0,0,Python,2018-2020,1.0,0.86,0.0,0.0,0
13,2,0,0,4,0,1,0,0,0.0,0,Python,2018-2020,1.0,4.0,0.0,0.0,0
13,2,0,0,0,32,2,1,3,5.33,0,Python,2018-2020,1.0,0.0,0.33,1.78,0
13,2,0,0,1,456,3,1,9,6.78,0,Python,2018-2020,1.0,0.0,0.25,1.7,0
13,2,0,0,0,8,2,1,0,0.0,0,Python,2018-2020,1.0,0.0,0.33,0.0,0
13,2,0,0,0,11,2,1,0,0.0,0,Python,2018-2020,1.0,0.0,0.33,0.0,0
14,2,0,0,0,1,1,0,0,0.0,0,Python,2018-2020,1.0,0.0,0.0,0.0,0
14,2,0,0,24,1,2,0,0,0.0,0,Python,2018-2020,1.0,12.0,0.0,0.0,0
15,2,0,0,31,1,2,0,0,0.0,0,Python,2018-2020,1.0,15.5,0.0,0.0,0
16,2,0,0,2,2,2,0,0,0.0,0,Python,2018-2020,1.0,0.67,0.0,0.0,0
16,2,0,0,0,0,0,0,0,0.0,0,Python,2018-2020,1.0,0.0,0.0,0.0,0
8,3,0,0,1,1,1,0,2,2.0,0,Python,2018-2020,1.0,0.5,0.0,1.0,0
14,3,0,0,1,1,1,0,0,0.0,0,Python,2018-2020,1.0,0.5,0.0,0.0,0
7,4,0,0,2,2,2,0,0,0.0,0,Python,2018-2020,1.0,0.67,0.0,0.0,0
7,4,0,0,12,12,2,0,0,0.0,0,Python,2018-2020,1.0,0.92,0.0,0.0,0
8,4,0,0,0,0,0,0,0,0.0,0,Python,2018-2020,1.0,0.0,0.0,0.0,0
11,4,0,0,4,4,3,0,0,0.0,0,Python,2018-2020,1.0,0.8,0.0,0.0,0
12,4,0,0,2,2,2,0,0,0.0,0,Python,2018-2020,1.0,0.67,0.0,0.0,0
10,1,0,0,9,0,2,0,0,0.0,0,Python,2018-2020,1.0,9.0,0.0,0.0,0
15,4,0,0,3,3,1,0,2,9.0,0,Python,2018-2020,1.0,0.75,0.0,4.5,0
19,4,0,0,1,1,1,0,0,0.0,0,Python,2018-2020,1.0,0.5,0.0,0.0,0
11,5,1,0,7,0,1,0,0,0.0,0,Python,2018-2020,1.0,7.0,0.0,0.0,0
11,5,1,0,2,3,1,0,0,0.0,0,Python,2018-2020,1.0,0.5,0.0,0.0,0
12,5,1,0,3,3,1,0,2,9.0,0,Python,2018-2020,1.0,0.75,0.0,4.5,0
17,5,1,0,17,2,3,1,3,7.0,0,Python,2018-2020,1.0,5.67,0.25,1.75,0
18,5,1,0,58,0,2,1,2,6.5,0,Python,2018-2020,1.0,58.0,0.33,2.17,0
18,5,1,0,2,0,1,0,0,0.0,0,Python,2018-2020,1.0,2.0,0.0,0.0,0
7,2,0,0,18,0,1,1,1,1.0,0,Python,2018-2020,1.0,18.0,0.5,0.5,0
7,2,0,0,30,3,2,1,2,6.5,0,Python,2018-2020,1.0,7.5,0.33,2.17,0
7,2,0,0,2,0,1,0,0,0.0,0,Python,2018-2020,1.0,2.0,0.0,0.0,0
10,3,0,0,16,16,2,1,3,2.33,0,Python,2018-2020,1.0,0.94,0.33,0.78,0
11,3,0,0,147,318,20,7,32,5.72,0,Python,2018-2020,1.0,0.46,0.33,0.27,0
8,1,0,0,13,13,6,0,0,0.0,0,Python,2018-2020,1.0,0.93,0.0,0.0,0
17,1,0,0,32,11,3,2,3,1.33,0,Python,2018-2020,1.0,2.67,0.5,0.33,0
17,1,0,0,18,2,3,1,3,9.33,0,Python,2018-2020,1.0,6.0,0.25,2.33,0
17,1,0,0,1,1,1,0,0,0.0,0,Python,2018-2020,1.0,0.5,0.0,0.0,0
17,1,0,0,30,177,3,2,10,1.2,0,Python,2018-2020,1.0,0.17,0.5,0.3,0
17,1,0,0,1,0,1,0,1,13.0,0,Python,2018-2020,1.0,1.0,0.0,6.5,0
18,1,0,0,1,1,1,1,0,0.0,0,Python,2018-2020,1.0,0.5,0.5,0.0,0
18,1,0,0,11,3,2,1,3,2.67,0,Python,2018-2020,1.0,2.75,0.33,0.89,0
14,0,0,0,5,0,2,0,1,12.0,0,Python,2018-2020,1.0,5.0,0.0,4.0,0
16,0,0,0,35,7,2,1,9,4.89,0,Python,2018-2020,1.0,4.38,0.33,1.63,0
16,0,0,0,2,0,1,0,0,0.0,0,Python,2018-2020,1.0,2.0,0.0,0.0,0
17,3,0,0,2,2,1,0,0,0.0,0,Python,2018-2020,1.0,0.67,0.0,0.0,0
15,4,0,0,87,59,6,2,23,3.52,0,Python,2018-2020,1.0,1.45,0.29,0.5,0
15,4,0,0,44,17,4,1,5,8.6,0,Python,2018-2020,1.0,2.44,0.2,1.72,0
15,4,0,0,2,0,1,0,0,0.0,0,Python,2018-2020,1.0,2.0,0.0,0.0,0
15,4,0,0,5,2,1,0,0,0.0,0,Python,2018-2020,1.0,1.67,0.0,0.0,0
16,4,0,0,4,6,1,0,0,0.0,0,Python,2018-2020,1.0,0.57,0.0,0.0,0
12,6,1,0,44,9,3,1,3,3.0,0,Python,2018-2020,1.0,4.4,0.25,0.75,0
16,6,1,0,6,2,4,0,0,0.0,0,Python,2018-2020,1.0,2.0,0.0,0.0,0
16,6,1,0,2,2,1,0,0,0.0,0,Python,2018-2020,1.0,0.67,0.0,0.0,0
17,6,1,0,3,0,1,0,0,0.0,0,Python,2018-2020,1.0,3.0,0.0,0.0,0
11,4,0,0,22,3,3,1,2,2.5,0,Python,2018-2020,1.0,5.5,0.25,0.62,0
12,2,0,0,82,22,3,1,9,7.56,0,Python,2018-2020,1.0,3.57,0.25,1.89,0
15,4,0,0,532,269,16,6,124,4.95,0,Python,2018-2020,1.0,1.97,0.35,0.29,0
12,5,1,0,119,52,3,1,15,8.53,0,Python,2018-2020,1.0,2.25,0.25,2.13,0
13,5,1,0,108,92,14,3,34,5.76,0,Python,2018-2020,1.0,1.16,0.2,0.38,0
13,5,1,0,108,92,14,3,34,5.76,0,Python,2018-2020,1.0,1.16,0.2,0.38,0
14,3,0,0,33,3,4,1,7,9.86,0,Python,2018-2020,1.0,8.25,0.2,1.97,0
18,4,0,0,1497,830,6,3,101,3.67,0,Python,2018-2020,1.0,1.8,0.43,0.52,0
15,5,1,0,179,23,5,2,9,3.89,0,Python,2018-2020,1.0,7.46,0.33,0.65,0
13,6,1,0,62,19,3,1,2,6.5,0,Python,2018-2020,1.0,3.1,0.25,1.62,0
14,6,1,0,25,7,3,1,5,3.6,0,Python,2018-2020,1.0,3.12,0.25,0.9,0
11,0,0,0,30,15,3,1,3,19.33,0,Python,2018-2020,1.0,1.88,0.25,4.83,0
16,0,0,0,439,365,26,6,135,3.9,0,Python,2018-2020,1.0,1.2,0.22,0.14,0
14,1,0,0,321,151,13,4,22,7.59,0,Python,2018-2020,1.0,2.11,0.29,0.54,0
15,1,0,0,32,14,4,1,9,2.11,0,Python,2018-2020,1.0,2.13,0.2,0.42,0
17,5,1,0,2601,1806,16,7,158,4.44,0,Python,2018-2020,1.0,1.44,0.41,0.26,0
20,5,1,0,26,5,3,1,2,11.5,0,Python,2018-2020,1.0,4.33,0.25,2.88,0
20,6,1,0,232,255,4,2,9,7.33,0,Python,2018-2020,1.0,0.91,0.4,1.47,0
8,0,0,0,53,21,3,2,10,4.8,0,Python,2018-2020,1.0,2.41,0.5,1.2,0
8,0,0,0,3,3,2,0,0,0.0,0,Python,2018-2020,1.0,0.75,0.0,0.0,0
10,0,0,0,7,4,2,1,2,2.5,0,Python,2018-2020,1.0,1.4,0.33,0.83,0
11,6,1,0,22,0,1,0,0,0.0,0,Python,2018-2020,1.0,22.0,0.0,0.0,0
11,6,1,0,14,10,1,0,0,0.0,0,Python,2018-2020,1.0,1.27,0.0,0.0,0
11,6,1,0,1,3,1,0,0,0.0,0,Python,2018-2020,1.0,0.25,0.0,0.0,0
11,6,1,0,9,1,1,0,0,0.0,0,Python,2018-2020,1.0,4.5,0.0,0.0,0
12,6,1,0,20,3,3,0,1,2.0,0,Python,2018-2020,1.0,5.0,0.0,0.5,0
12,6,1,0,1,0,1,0,0,0.0,0,Python,2018-2020,1.0,1.0,0.0,0.0,0
18,6,1,0,30,15,12,2,1,4.0,0,Python,2018-2020,1.0,1.88,0.15,0.31,0
16,0,0,0,4,4,1,1,1,9.0,0,Python,2018-2020,1.0,0.8,0.5,4.5,0
12,1,0,0,3410,864,25,5,203,3.7,0,Python,2018-2020,1.0,3.94,0.19,0.14,0
12,1,0,0,6,4,2,1,3,4.67,0,Python,2018-2020,1.0,1.2,0.33,1.56,0
10,3,0,0,216,128,3,1,22,4.05,0,Python,2018-2020,1.0,1.67,0.25,1.01,0
